ID;year;loan_limit;Gender;approv_in_adv;loan_type;loan_purpose;Credit_Worthiness;open_credit;business_or_commercial;loan_amount;rate_of_interest;Interest_rate_spread;Upfront_charges;term;Neg_ammortization;interest_only;lump_sum_payment;property_value;construction_type;occupancy_type;Secured_by;total_units;income;credit_type;Credit_Score;co_applicant_credit_type;age;submission_of_application;LTV;Region;Security_Type;Status;dtir1
78852;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;386500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;7260;EQUI;861;EXP;55-64;to_inst;;south;direct;1;
78865;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;266500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3300;EQUI;540;EXP;65-74;to_inst;;North;direct;1;
79087;2019;cf;Male;nopre;type3;p1;l1;nopc;nob/c;496500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6540;EQUI;582;EXP;25-34;to_inst;;North-East;direct;1;
79184;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;406500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4860;EQUI;638;EXP;65-74;to_inst;;North;direct;1;
79189;2019;cf;Male;nopre;type1;p1;l2;nopc;nob/c;306500;1604.66;1796.95;3224.99;300;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;8100;EQUI;572;EXP;55-64;to_inst;;North;direct;1;
79193;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;366500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;13380;EQUI;750;EXP;65-74;to_inst;;North;direct;1;
79206;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;236500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4620;EQUI;689;EXP;35-44;not_inst;;North;direct;1;
79243;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;146500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3120;EQUI;734;EXP;65-74;to_inst;;south;direct;1;
79420;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;246500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;1980;EQUI;589;EXP;65-74;to_inst;;North;direct;1;
79425;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;216500;1604.66;1796.95;3224.99;240;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;7740;EQUI;808;EXP;45-54;to_inst;;North;direct;1;
79431;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;136500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4020;EQUI;809;EXP;55-64;to_inst;;North;direct;1;
79526;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;156500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;1260;EQUI;742;EXP;65-74;to_inst;;North;direct;1;
79531;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;116500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3000;EQUI;809;EXP;35-44;to_inst;;North;direct;1;
79574;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;240;not_neg;not_int;lpsm;497893;sb;pr;home;1U;5520;EQUI;580;EXP;35-44;to_inst;;south;direct;1;
79592;2019;ncf;Male;nopre;type3;p3;l1;nopc;nob/c;526500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6120;EQUI;716;EXP;55-64;not_inst;;North;direct;1;
79603;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;486500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;9660;EQUI;849;EXP;55-64;to_inst;;North;direct;1;
79609;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;146500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2040;EQUI;688;EXP;65-74;to_inst;;North;direct;1;
79610;2019;cf;Male;nopre;type1;p3;l2;nopc;nob/c;726500;1604.66;1796.95;3224.99;300;neg_amm;not_int;not_lpsm;497893;sb;pr;home;3U;7860;EQUI;875;EXP;35-44;not_inst;;south;direct;1;
79633;2019;ncf;Male;nopre;type3;p1;l1;nopc;nob/c;496500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;7260;EQUI;509;EXP;45-54;to_inst;;North;direct;1;
79638;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;406500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4080;EQUI;538;EXP;45-54;to_inst;;North;direct;1;
79647;2019;ncf;Male;pre;type1;p4;l1;nopc;nob/c;316500;1604.66;1796.95;3224.99;324;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5700;EQUI;714;EXP;65-74;to_inst;;North;direct;1;
79660;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;336500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2640;EQUI;738;EXP;35-44;not_inst;;North;direct;1;
79668;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;146500;1604.66;1796.95;3224.99;132;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;5040;EQUI;876;EXP;65-74;to_inst;;North;direct;1;
79696;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;176500;1604.66;1796.95;3224.99;240;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3360;EQUI;595;EXP;45-54;to_inst;;North;direct;1;
79743;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;596500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;7560;EQUI;664;EXP;65-74;to_inst;;North;direct;1;
79784;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;276500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;6540;EQUI;612;EXP;55-64;to_inst;;North;direct;1;
79811;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;296500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5640;EQUI;724;EXP;55-64;to_inst;;North;direct;1;
79820;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;406500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;7980;EQUI;829;EXP;35-44;not_inst;;south;direct;1;
79826;2019;ncf;Male;nopre;type2;p4;l1;nopc;b/c;596500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;651;EXP;45-54;not_inst;;south;direct;1;
79836;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;676500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;804;EXP;25-34;to_inst;;south;direct;1;
79843;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;256500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;0;EQUI;716;EXP;25-34;not_inst;;south;direct;1;
79859;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;236500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3180;EQUI;887;EXP;65-74;to_inst;;North;direct;1;
79934;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;296500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;550;EXP;25-34;not_inst;;south;direct;1;
79939;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;86500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;2220;EQUI;514;EXP;<25;to_inst;;North;direct;1;
79992;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;696;EXP;25-34;not_inst;;central;direct;1;
80130;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;556500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;8160;EQUI;857;EXP;35-44;not_inst;;south;direct;1;
80215;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;356500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;ir;home;3U;4680;EQUI;681;EXP;55-64;to_inst;;central;direct;1;
80244;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;3780;EQUI;804;EXP;65-74;not_inst;;central;direct;1;
80289;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;316500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;9720;EQUI;603;EXP;25-34;to_inst;;North-East;direct;1;
80302;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;176500;1604.66;1796.95;3224.99;180;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;4560;EQUI;531;EXP;25-34;to_inst;;North;direct;1;
80336;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;396500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;5880;EQUI;654;EXP;35-44;to_inst;;south;direct;1;
80473;2019;cf;Male;pre;type1;p1;l1;nopc;nob/c;486500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;8520;EQUI;616;EXP;35-44;not_inst;;North;direct;1;
80504;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;686500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;17280;EQUI;716;EXP;45-54;not_inst;;North;direct;1;
80525;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;146500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;1560;EQUI;886;EXP;35-44;to_inst;;North;direct;1;
80548;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;336500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;1980;EQUI;735;EXP;65-74;to_inst;;North;direct;1;
80620;2019;cf;Male;pre;type1;p1;l1;nopc;nob/c;166500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3060;EQUI;740;EXP;35-44;to_inst;;central;direct;1;
80816;2019;ncf;Male;nopre;type1;p3;l1;nopc;nob/c;726500;1604.66;1796.95;3224.99;180;not_neg;not_int;lpsm;497893;sb;pr;home;1U;42780;EQUI;625;EXP;55-64;to_inst;;North;direct;1;
80837;2019;ncf;Male;nopre;type1;p2;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6000;EQUI;862;EXP;35-44;not_inst;;North;direct;1;
80845;2019;cf;Male;nopre;type3;p1;l1;nopc;nob/c;266500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3240;EQUI;526;EXP;<25;not_inst;;North;direct;1;
80866;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;676500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;10560;EQUI;868;EXP;35-44;not_inst;;south;direct;1;
80907;2019;ncf;Male;pre;type1;p3;l1;nopc;nob/c;326500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4620;EQUI;844;EXP;55-64;to_inst;;North;direct;1;
80913;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;506500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;12240;EQUI;790;EXP;35-44;to_inst;;south;direct;1;
80919;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;216500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;656;EXP;45-54;to_inst;;south;direct;1;
80936;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;346500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;7260;EQUI;581;EXP;55-64;to_inst;;North;direct;1;
80949;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;516500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6120;EQUI;689;EXP;45-54;not_inst;;south;direct;1;
80971;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;396500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5220;EQUI;613;EXP;25-34;not_inst;;North;direct;1;
80989;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;286500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;sr;home;1U;15720;EQUI;794;EXP;35-44;to_inst;;North;direct;1;
81013;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;10500;EQUI;841;EXP;45-54;to_inst;;North;direct;1;
81129;2019;ncf;Male;nopre;type3;p3;l1;nopc;nob/c;136500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;1500;EQUI;760;EXP;65-74;to_inst;;south;direct;1;
81130;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;156500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;900;EQUI;542;EXP;55-64;to_inst;;south;direct;1;
81140;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;276500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;5160;EQUI;826;EXP;25-34;to_inst;;south;direct;1;
81166;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5280;EQUI;661;EXP;65-74;to_inst;;North;direct;1;
81190;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;376500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5940;EQUI;545;EXP;35-44;not_inst;;North;direct;1;
81229;2019;cf;Male;nopre;type3;p1;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5340;EQUI;648;EXP;45-54;to_inst;;North;direct;1;
81309;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;66500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2880;EQUI;560;EXP;25-34;to_inst;;North;direct;1;
81344;2019;cf;Male;nopre;type3;p1;l1;nopc;nob/c;326500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3540;EQUI;872;EXP;65-74;not_inst;;North;direct;1;
81357;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;436500;1604.66;1796.95;3224.99;240;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;8280;EQUI;888;EXP;45-54;to_inst;;North;direct;1;
81374;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;456500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;11940;EQUI;886;EXP;55-64;not_inst;;south;direct;1;
81428;2019;cf;Male;pre;type2;p4;l1;nopc;b/c;246500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;898;EXP;35-44;not_inst;;North;direct;1;
81434;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;286500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;5400;EQUI;603;EXP;45-54;to_inst;;south;direct;1;
81436;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;376500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;7500;EQUI;886;EXP;35-44;not_inst;;North;direct;1;
81464;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;186500;1604.66;1796.95;3224.99;180;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;5220;EQUI;772;EXP;45-54;to_inst;;south;direct;1;
81478;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;666500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;11340;EQUI;811;EXP;25-34;not_inst;;North;direct;1;
81489;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;246500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;sr;home;1U;10500;EQUI;590;EXP;35-44;not_inst;;south;direct;1;
81535;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;146500;1604.66;1796.95;3224.99;240;not_neg;not_int;lpsm;497893;sb;pr;home;1U;2160;EQUI;666;EXP;35-44;to_inst;;south;direct;1;
81564;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;406500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6060;EQUI;779;EXP;45-54;to_inst;;North;direct;1;
81624;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;126500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3060;EQUI;652;EXP;55-64;to_inst;;central;direct;1;
81642;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;206500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;ir;home;1U;3660;EQUI;643;EXP;35-44;to_inst;;central;direct;1;
81687;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;536500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;9060;EQUI;596;EXP;>74;to_inst;;south;direct;1;
81694;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;186500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3420;EQUI;605;EXP;65-74;to_inst;;south;direct;1;
81704;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;386500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;13560;EQUI;590;EXP;35-44;not_inst;;North;direct;1;
81710;2019;cf;Male;pre;type3;p3;l1;nopc;nob/c;516500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5940;EQUI;768;EXP;45-54;to_inst;;North;direct;1;
81759;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;156500;1604.66;1796.95;3224.99;324;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;1860;EQUI;577;EXP;45-54;to_inst;;North;direct;1;
81763;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;166500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4740;EQUI;529;EXP;25-34;to_inst;;North;direct;1;
81767;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;226500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3900;EQUI;557;EXP;>74;to_inst;;North;direct;1;
81809;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;416500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;654;EXP;35-44;to_inst;;central;direct;1;
81827;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;276500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3420;EQUI;848;EXP;35-44;not_inst;;North;direct;1;
81915;2019;ncf;Male;nopre;type1;p1;l1;nopc;nob/c;146500;1604.66;1796.95;3224.99;324;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;1920;EQUI;857;EXP;45-54;to_inst;;North;direct;1;
81918;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;126500;1604.66;1796.95;3224.99;;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3600;EQUI;828;EXP;55-64;to_inst;;south;direct;1;
81934;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;316500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;6960;EQUI;676;EXP;65-74;not_inst;;North;direct;1;
81944;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;386500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5520;EQUI;888;EXP;35-44;not_inst;;south;direct;1;
82052;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;606500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;13320;EQUI;568;EXP;25-34;to_inst;;North;direct;1;
82088;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;166500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5880;EQUI;563;EXP;35-44;to_inst;;south;direct;1;
82131;2019;cf;Male;pre;type1;p4;l1;nopc;nob/c;386500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4440;EQUI;581;EXP;35-44;not_inst;;south;direct;1;
82178;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;286500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4140;EQUI;716;EXP;35-44;to_inst;;North;direct;1;
82179;2019;cf;Male;nopre;type1;p4;l2;nopc;nob/c;206500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3420;EQUI;731;EXP;55-64;to_inst;;North;direct;1;
82296;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;336500;1604.66;1796.95;3224.99;300;not_neg;not_int;lpsm;497893;sb;pr;home;1U;5820;EQUI;715;EXP;45-54;to_inst;;North;direct;1;
82348;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;166500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3120;EQUI;606;EXP;55-64;not_inst;;North;direct;1;
82382;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;216500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5400;EQUI;574;EXP;45-54;to_inst;;North;direct;1;
82388;2019;cf;Male;nopre;type1;p3;l2;nopc;nob/c;416500;1604.66;1796.95;3224.99;300;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;6660;EQUI;685;EXP;35-44;to_inst;;North;direct;1;
82408;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;686500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;ir;home;1U;31620;EQUI;621;EXP;55-64;not_inst;;central;direct;1;
82409;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;596500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;ir;home;2U;6420;EQUI;636;EXP;55-64;not_inst;;south;direct;1;
82440;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;136500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;sr;home;1U;3480;EQUI;554;EXP;55-64;to_inst;;south;direct;1;
82454;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;176500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;6180;EQUI;672;EXP;65-74;to_inst;;south;direct;1;
82494;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;86500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;ir;home;1U;1440;EQUI;704;EXP;65-74;to_inst;;North;direct;1;
82534;2019;cf;Male;nopre;type2;p1;l2;nopc;b/c;296500;1604.66;1796.95;3224.99;300;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;5100;EQUI;685;EXP;35-44;to_inst;;North;direct;1;
82632;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;176500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4380;EQUI;729;EXP;35-44;not_inst;;south;direct;1;
82635;2019;cf;Male;pre;type1;p1;l1;nopc;nob/c;266500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;8520;EQUI;773;EXP;25-34;to_inst;;North;direct;1;
82657;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;256500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5940;EQUI;608;EXP;55-64;to_inst;;North;direct;1;
82665;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;326500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;ir;home;1U;5760;EQUI;702;EXP;45-54;to_inst;;south;direct;1;
82668;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;316500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3960;EQUI;551;EXP;45-54;to_inst;;south;direct;1;
82672;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;366500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;10560;EQUI;582;EXP;25-34;to_inst;;North;direct;1;
82687;2019;ncf;Male;nopre;type1;p4;l1;nopc;nob/c;736500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;10440;EQUI;662;EXP;>74;to_inst;;North;direct;1;
82724;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;256500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;sr;home;1U;32160;EQUI;533;EXP;55-64;to_inst;;North;direct;1;
82730;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;596500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;9720;EQUI;788;EXP;35-44;not_inst;;south;direct;1;
82752;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;186500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3780;EQUI;729;EXP;55-64;to_inst;;North;direct;1;
82756;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;386500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;6900;EQUI;703;EXP;35-44;to_inst;;central;direct;1;
82772;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;516500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;7800;EQUI;890;EXP;35-44;not_inst;;North;direct;1;
82804;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;226500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;3360;EQUI;587;EXP;45-54;not_inst;;North;direct;1;
